stylesheet,selector,snippet
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/03-layout.css","/* 3. LAYOUT Y CONTENEDORES PRINCIPALES ------------------------------------------------------------------- */ .futbolin-full-bleed-wrapper","width: 100vw; margin-left: calc(50% - 50vw); background-color: var(--futbolin-bg-main); padding: 50px 2"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/03-layout.css",".futbolin-full-bleed-wrapper *","font-family: inherit;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/03-layout.css",".futbolin-main-content.main-content-full-width","/* NUEVA REGLA: Anula el flex-basis y permite que el contenedor se estire */ flex-basis: 100%;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/03-layout.css",".futbolin-hall-of-fame-container","display: grid; grid-template-columns: 1fr 1fr; gap: 30px; margin-top: 30px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/03-layout.css","@media (max-width: 768px)",".futbolin-hall-of-fame-container { grid-template-columns: 1fr; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/03-layout.css","/* ESTILOS PARA EL BUSCADOR DEL HALL OF FAME */ .futbolin-search-hall-of-fame","margin-top: 20px; padding-top: 20px; border-top: 1px solid var(--futbolin-border-color);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/03-layout.css",".futbolin-search-hall-of-fame .search-wrapper","display: flex; align-items: center; gap: 10px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/03-layout.css",".futbolin-search-hall-of-fame .futbolin-live-search","flex: 1;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css","/* 19. ESTILOS DINÁMICOS DE PERFIL DE JUGADOR ------------------------------------------------------------------- */ /* Aplicamos los fondos de categoría (las variables ya están en 01-variables.css) */ .futbolin-main-header.header-gm","background: var(--color-cat-gm);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".futbolin-main-header.header-elite","background: var(--color-cat-elite);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".futbolin-main-header.header-master","background: var(--color-cat-master);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".futbolin-main-header.header-amateur, .futbolin-main-header.header-amater","background: var(--color-cat-amateur);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".futbolin-main-header.header-rookie","background: var(--color-cat-rookie);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css","/* Estilo para que el texto sea visible sobre los degradados */ .futbolin-main-header[class*=""header-""] .header-text h1, .futbolin-main-header[class*=""header-""] .header-text h2","color: #fff; text-shadow: 0 2px 4px rgba(0, 0, 0, 0.5);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".futbolin-main-header.header-gm .header-text h1, .futbolin-main-header.header-elite .header-text h1","color: #3b300f; /* Texto oscuro */ /* Contorno negro muy sutil */ text-shadow: -1px -1px 0 rgba(0,"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".futbolin-main-header.header-gm .header-text h2, .futbolin-main-header.header-elite .header-text h2","color: rgba(60, 50, 15, 0.8); text-shadow: none;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css","/* Insignia de Gran Maestro (GM) */ .gm-badge-wrapper","position: relative; z-index: 2; margin-bottom: 5px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".gm-badge","display: inline-block; padding: 4px 10px; background: #111; color: #ffd700; font-weight: bold; border-radius: 5"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css","/* Ribete dorado animado para GM (solo en Dobles) */ .futbolin-main-header.header-gm","position: relative; overflow: hidden;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".futbolin-main-header.header-gm::before","content: ''; position: absolute; top: -50%; left: -50%; width: 200%; height: 200%; background: conic-gradie"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css","@keyframes rotate","100% { transform: rotate(360deg); }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css","/* Etiqueta de categoría bajo la bandera */ .player-main-category","background-color: rgba(0, 0, 0, 0.2); color: #fff; font-weight: 600; font-size: 0.9em; padding: 6px"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css","/* === Historial: sumatorio y búsqueda === */ .history-summary-search","display:flex; flex-wrap:wrap; align-items:flex-end; gap:1rem; margin: .5rem 0 1rem 0; padding:.75rem; background:#f"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".history-summary-cards","display:flex; gap:.75rem; flex:1 1 auto; flex-wrap:wrap;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".history-summary-cards .hs-item","background:#fff; border:1px solid #e5e7eb; border-radius:10px; padding:.5rem .75rem; min-width:110px; display:flex; fle"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".history-summary-cards .hs-item span","font-size:.8rem; color:#6b7280;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".history-summary-cards .hs-item strong","font-size:1.25rem; line-height:1.3;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".history-summary-cards .hs-won strong","color:#0a7a2c;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".history-summary-cards .hs-lost strong","color:#b00020;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".history-search-box","flex:0 0 260px; display:flex; gap:.5rem; justify-content:flex-end; align-items:center;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".history-search-box .history-search-input","width:100%; border:1px solid #cbd5e1; border-radius:10px; padding:.5rem .75rem; font-size: .95rem;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css","@media (max-width: 720px)",".history-search-box{ flex-basis:100%; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css","/* v16 minimal: separador vertical + flag Filtro activo sin reordenar layout */ .history-summary-search","position: relative;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".history-v-sep","width:1px; background:#e5e7eb; display:none; align-self:stretch;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".history-summary-search.filter-on .history-v-sep","display:block;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".filter-active-flag","position:absolute; top:8px; right:12px; font-size:.8rem; font-weight:700; color:#374151; letter-spacing:.3px; dis"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".history-summary-search.filter-on .filter-active-flag","display:block;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css","/* v17: separador más visible + flag inline dentro del H2H */ .history-v-sep","width:3px !important; background:#6b7280 !important; /* más oscuro */ border-radius:2px; display:none; align-se"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".history-summary-search.filter-on .history-v-sep","display:block;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".filter-active-flag-inline","font-weight:700; font-size:.85rem; color:#374151; margin: 0 0 4px 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css","/* =============================================================== Hitos UI — badges dorados/plata/bronce + grid Fecha: 2025-09-16 --------------------------------------------------------------- */ .futbolin-card .trophy-wall","display: flex; flex-wrap: wrap; gap: 10px 12px; align-items: center; margin-top: 8px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".futbolin-card .trophy","display: inline-flex; align-items: center; gap: 6px; padding: 6px 10px; border-radius: 999px; border: 1px s"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".futbolin-card .trophy .star, .futbolin-card .trophy .crown","width: 16px; height: 16px; display: inline-block; flex: 0 0 16px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".futbolin-card .trophy .trophy-year","font-weight: 700; font-size: .92rem;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css","/* Doble estrella (dobles) */ .futbolin-card .trophy .star--back","transform: translate(-3px, 1px) scale(0.98); opacity: 0.95; margin-right: -8px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css","/* Tonos por tipo */ .futbolin-card .trophy-wall.tone-gold .trophy","border-color: rgba(184,138,0,.45); background: linear-gradient(180deg, #fff7db, #ffeaa0); box-shadow: inset 0 1px"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".futbolin-card .trophy-wall.tone-silver .trophy","border-color: rgba(128,128,128,.35); background: linear-gradient(180deg, #f7f7f8, #e7e9ee); box-shadow: inset 0 1"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css",".futbolin-card .trophy-wall.tone-bronze .trophy","border-color: rgba(170,110,60,.35); background: linear-gradient(180deg, #ffe7cf, #f1c59a); box-shadow: inset 0 1p"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* 8. PERFIL DE JUGADOR ------------------------------------------------------------------- */ .player-header","background-color: var(--futbolin-bg-card-hover); border: 1px solid var(--futbolin-border-color); padding: 3"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".player-header-info","flex-grow: 1;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".player-photo-placeholder-large","width: 150px; height: 150px; background-color: var(--futbolin-bg-main); border-radius: 50%; border: 4px"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".player-header h1","margin: 0 0 10px 0; font-size: 2.5em; font-weight: 700; display: flex; align-items: center;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".player-career-stats","background-color: var(--futbolin-bg-highlight); border-radius: var(--futbolin-border-radius-main); padding:"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".futbolin-tabs-nav","display: flex; flex-wrap: wrap; justify-content: center; gap: 8px; background-color: var(--futbolin"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".futbolin-tabs-nav a","padding: 8px 20px; /* Padding reducido */ font-size: 0.95em; /* Fuente reducida */ text-align: center;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".futbolin-tabs-nav a.active, .futbolin-tabs-nav a:hover","color: #fff; background-color: var(--futbolin-color-primary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".futbolin-tabs-nav a","text-decoration: none; color: #555; padding: 15px 20px; display: flex; align-items: center; fon"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".futbolin-tabs-nav a:hover","background-color: #e0e0e1; color: #000;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".futbolin-tabs-nav a.active","background-color: #fff; border-left-color: #0073aa; color: #000; box-shadow: 0 1px 3px rgba(0,0,0,.08);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".futbolin-tabs-nav .dashicons","margin-right: 10px; color: #8c8f94; font-size: 20px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".futbolin-tabs-nav a.active .dashicons","color: #0073aa;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* Botón ""Volver a principal"" y su icono */ .back-to-ranking-button","background-color: var(--futbolin-text-muted) !important; color: #fff !important; font-weight: 600 !importan"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".back-to-ranking-button:hover","background-color: var(--futbolin-text-dark) !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".back-to-ranking-button .icon","margin-right: 5px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".futbolin-tabs-content","background-color: transparent; border: none; padding: 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".stats-list li:nth-child(even)","background-color: var(--futbolin-bg-highlight);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".puntos-positivos","color: var(--futbolin-color-success);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".puntos-negativos","color: var(--futbolin-color-danger);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* En pantallas más pequeñas, ocultamos texto y ajustamos padding */ @media (max-width: 960px)",".back-to-ranking-button .text { display: none; } .back-to-ranking-button .icon { margin-rig"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* Estilos específicos para la pestaña Perfil (#tab-general) */ #tab-general .futbolin-card","background: linear-gradient(to top, var(--futbolin-bg-highlight), var(--futbolin-bg-card) 70%); box-shadow: ins"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","#tab-general .futbolin-card h3","border-color: rgba(59, 130, 246, 0.5);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","#tab-general .stats-list","padding: 0 15px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","#tab-general .player-career-stats","background-color: transparent; padding: 10px 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","#tab-general .player-career-stats .points-pill","background-color: var(--futbolin-bg-card); box-shadow: 0 2px 4px rgba(0,0,0,0.05);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* Cuadrícula de estadísticas en la pestaña ""Perfil"" */ .player-career-stats-grid","display: grid; grid-template-columns: repeat(auto-fit, minmax(150px, 1fr)); gap: 15px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".stat-box","background-color: var(--futbolin-bg-highlight); border-radius: var(--futbolin-border-radius-main); padding:"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".stat-box .stat-value","font-size: 1.75em; font-weight: 700; color: var(--futbolin-text-headings); display: block;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".stat-box .stat-label","font-size: 0.9em; color: var(--futbolin-text-muted);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".stats-footnote","display: inline-block; margin-left: 4px; font-weight: bold; color: var(--futbolin-color-primary); c"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* Corrige el espaciado en la lista detallada de estadísticas */ .futbolin-indented-list li .list-item-content","display: flex; justify-content: space-between; align-items: center; width: 100%;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".futbolin-indented-list li strong","flex-grow: 1; /* Permite que el nombre ocupe el espacio sobrante */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".futbolin-indented-list li span","flex-shrink: 0; /* Evita que las estadísticas se encojan */ padding-left: 15px; /* Añade un espacio mínimo de s"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* /* * Ajustes de estilo para los títulos del historial * para que coincidan con la estética del resto de pestañas. * ------------------------------------------------------------------- */ /* * Ajustes de tipografía para unificar los títulos de la pestaña de historial. * ------------------------------------------------------------------- */ #tab-historial h3.history-main-title, #tab-historial h4.season-title, #tab-historial .tournament-header h5","font-family: inherit !important; /* Hereda la tipografía principal del sitio */ letter-spacing: normal !importa"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* Ajustes específicos para el h3 principal */ #tab-historial h3.history-main-title","font-size: 1.5em !important; font-weight: 600 !important; color: var(--futbolin-text-headings) !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* Ajustes específicos para el h4 de temporada */ #tab-historial h4.season-title","font-size: clamp(11px, 1.5vw, 14px) !important; font-weight: 400 !important; color: #fff !important; ba"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* Ajustes específicos para el h5 de torneo */ #tab-historial .tournament-header h5","font-size: 1.3em !important; font-weight: 600 !important; color: var(--futbolin-text-dark) !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* * Estilos mejorados para la pestaña Historial * ------------------------------------------------------------------- */ /* Contenedor para la lista de partidos de una competición */ .history-matches-list","display: flex; flex-direction: column; gap: 10px; /* Espacio entre cada partido, igual que en el ranking */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* Estilo para la ""Fase"" del partido, reutilizando el estilo de la posición */ .history-match-phase","width: auto !important; /* Ancho automático según contenido */ padding: 0 10px; font-size: 0.8em; font-"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* Contenedor principal para los detalles del partido (ganador vs perdedor) */ .history-match-details","display: flex; flex-direction: column; /* Apila ganador y perdedor verticalmente */ align-items: center; /*"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".history-match-winner, .history-match-loser","font-weight: 600; width: 100%;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".history-match-winner","color: var(--futbolin-color-success);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".history-match-loser","color: var(--futbolin-color-danger); opacity: 0.7; /* Hacemos al perdedor un poco menos prominente */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* El texto 'vs' que separa a los equipos */ .history-match-vs","font-size: 0.8em; font-weight: 500; color: var(--futbolin-text-muted);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* * Corrección para solapamiento en el historial * ------------------------------------------------------------------- */ /* 1. Permite que el contenedor de los detalles del partido se encoja */ .history-match-details","min-width: 0; /* MUY IMPORTANTE: Permite que este bloque flex se encoja por debajo del tamaño de su contenido */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* 2. Permite que el texto largo de los nombres se divida en varias líneas */ .history-match-winner, .history-match-loser","word-break: break-word; /* Rompe la palabra si es necesario para que no se desborde */ white-space: normal; /*"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* * Mejora para la vista del historial en móviles * ------------------------------------------------------------------- */ @media (max-width: 600px)",".ranking-row.history-match-row { flex-direction: column; /* Apila los elementos verticalmente */ al"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* * Estilos para el indicador de Victoria / Derrota en el historial * ------------------------------------------------------------------- */ /* Estilo base para la píldora de estado */ .history-match-phase","font-size: 0.9em !important; font-weight: 700 !important; color: #fff !important; /* Texto blanco para amba"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* Color para la Victoria */ .history-match-phase.status-victoria","background-color: var(--futbolin-color-success) !important; /* Verde */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* Color para la Derrota */ .history-match-phase.status-derrota","background-color: var(--futbolin-color-danger) !important; /* Rojo */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* * Estilos para la Evolución de ELO en la pestaña Historial * ------------------------------------------------------------------- */ .history-match-row","gap: 20px; /* Aumentamos el espacio para que quepa todo */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".history-match-elo","display: flex; align-items: center; gap: 8px; font-family: monospace, sans-serif; font-size: 1.1em;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".history-match-elo .elo-value","color: var(--futbolin-text-dark);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".history-match-elo .elo-initial","opacity: 0.7;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".history-match-elo .elo-final","font-weight: 700;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".history-match-elo .elo-arrow","color: var(--futbolin-text-muted); font-size: 0.9em;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".history-match-elo .elo-change","font-weight: 700; padding: 3px 8px; border-radius: var(--futbolin-border-radius-main); color: #fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".elo-change.puntos-positivos","background-color: var(--futbolin-color-success);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".elo-change.puntos-negativos","background-color: var(--futbolin-color-danger);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* Ajustes para pantallas pequeñas */ @media (max-width: 768px)",".history-match-elo { width: 100%; justify-content: center; margin-left: 0; margin-t"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* * Estilos para la fila de Puntos por Inactividad en el Historial * (Versión Corregida para Visibilidad) */ .history-inactivity-row","justify-content: space-between; align-items: center; background-color: var(--futbolin-bg-highlight) !import"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".history-inactivity-row .inactivity-icon","font-size: 1.2em; margin-right: 10px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".history-inactivity-row .inactivity-text","flex-grow: 1;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".history-inactivity-row .elo-change","font-style: normal; font-weight: 700; padding: 3px 8px; border-radius: var(--futbolin-border-radius-mai"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* === PERFIL: reforzar visual de posición dentro de filas (sin tocar encabezado) */ #tab-glicko-rankings .ranking-row.podium-1 .ranking-position","background: var(--podium-gold-bd); color:#fff; border-radius:999px; font-weight:800;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","#tab-glicko-rankings .ranking-row.podium-2 .ranking-position","background: var(--podium-silver-bd); color:#fff; border-radius:999px; font-weight:800;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","#tab-glicko-rankings .ranking-row.podium-3 .ranking-position","background: var(--podium-bronze-bd); color:#fff; border-radius:999px; font-weight:800;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* === OVERRIDE PERFIL: nav horizontal, alineado a la izquierda (fijo) === */ .player-profile-container nav.futbolin-tabs-nav","display:flex !important; flex-direction:row !important; flex-wrap:wrap !important; justify-content:flex-start !"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".player-profile-container nav.futbolin-tabs-nav a","display:inline-flex !important; align-items:center !important; width:auto !important; margin:0 !important; wh"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".player-profile-container nav.futbolin-tabs-nav .back-to-ranking-button","order:-1 !important; margin-right:auto !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","/* === Pro Gold Gradient — restored (2025-09-16) =============================== */ .section-title.section-pro","background: linear-gradient(90deg, #B68C2E 0%, #FFD700 45%, #B8860B 100%); -webkit-background-clip: text; backgro"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".futbolin-card .section-title.section-pro","font-weight: 800; letter-spacing: .2px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css",".player-career-stats-grid.pro-emphasis .stat-box","background: linear-gradient(#FFFFFF, #FFFFFF) padding-box, linear-gradient(135deg, #B68C2E, #FFD776, #B88A00)"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css","@supports (-webkit-background-clip: text) and (not (background-clip: text))",".section-title.section-pro { -webkit-background-clip: text; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","/** * 17-loader.css — Overlay + Spinner + Texto con tres puntos animados */ /* Overlay pantalla completa */ #futbolin-loader-overlay","position: fixed; inset: 0; width: 100%; height: 100%; background-color: rgba(255,255,255,.85); z-inde"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","#futbolin-loader-overlay.futbolin-loader-hidden","opacity: 0; pointer-events: none;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","/* Contenido centrado */ .futbolin-loader-content","text-align: center;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","/* Spinner por puntos alrededor (si lo usas) */ .futbolin-spinner","--size: 56px; /* diámetro del spinner */ --dot: 8px; /* diámetro de cada punto */ --offset: 6px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css",".futbolin-spinner div","position: absolute; inset: 0; transform: rotate(calc(360deg / var(--n) * var(--i)));"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css",".futbolin-spinner div::before","content: """"; position: absolute; top: 0; left: 50%; width: var(--dot); height: var(--dot); margin-left: cal"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","@keyframes spinDots","to { transform: rotate(360deg); }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","/* Tamaño del Lottie (ajústalo si quieres) */ #futbolin-loader-overlay .lottie-2x","width: 640px; height: 640px; display: block; margin: 0 auto;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","/* Texto grande y en negrita */ #futbolin-loader-overlay .futbolin-loader-text","margin-top: 10px; font-weight: 900; font-size: clamp(28px, 4.5vw, 56px); line-height: 1.1; letter-spacin"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","/* Tres puntos animados (sin desplazar el texto) */ #futbolin-loader-overlay .dots","display: inline-flex; align-items: center; gap: .22em; margin-left: .18em;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","#futbolin-loader-overlay .dots i","display: inline-block; width: .3em; height: .3em; border-radius: 50%; background: currentColor; opaci"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","#futbolin-loader-overlay .dots i:nth-child(2)","animation-delay: .15s;"
