stylesheet,selector,snippet
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/14-tab-content.css?ver=0.7.3","/* Contenedor de las ""píldoras"" de estadísticas en la pestaña Perfil */ #tab-general .player-career-stats","display: grid; grid-template-columns: repeat(auto-fit, minmax(150px, 1fr)); gap: 15px; padding-top: 10p"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/16-final-fixes.css?ver=0.7.3",".futbolin-backtotop:hover","filter: brightness(0.98);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/16-final-fixes.css?ver=0.7.3",".futbolin-backtotop.is-visible","opacity:1; visibility:visible; transform:translateY(0);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/16-final-fixes.css?ver=0.7.3",".futbolin-layout-container.with-sidebar .futbolin-main-content > .futbolin-card:first-of-type","margin-top:0 !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/26-maintenance.css?ver=0.7.3",".futbolin-maint-card-front","margin: 12px 0; text-align: center; border: 2px dashed #d63638; background: #fff5f5; border-radius: 14px"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/26-maintenance.css?ver=0.7.3",".futbolin-maint-card-front h2","margin: 6px 0 8px 0; color: #b30000; font-weight: 800; letter-spacing: .2px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/26-maintenance.css?ver=0.7.3",".futbolin-maint-card-front p","margin: 0; color: #444; font-size: 16px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/26-maintenance.css?ver=0.7.3",".futbolin-maint-card-front .maint-emoji","font-size: 44px; line-height: 1; margin-bottom: 8px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css?ver=0.7.3","@media (max-width: 1024px)",".futbolin-layout-container.with-sidebar { grid-template-columns: 1fr !important; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css?ver=0.7.3","/* 7) Sanitizar títulos/espacios que Astra suele alterar */ .ast-single-post .entry-title .futbolin-full-bleed-wrapper, .ast-page-builder-template .entry-title .futbolin-full-bleed-wrapper","margin-top: 0 !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css?ver=0.7.3","/* 8) Botón ""subir arriba"" pegado al contenedor del plugin */ .futbolin-layout-container.with-sidebar .rf-back-to-top","position: sticky !important; bottom: 24px !important; align-self: end !important; margin-left: auto !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css?ver=0.7.3","/* 10) No interferir fuera del plugin */ :where(.futbolin-full-bleed-wrapper) :where(.ast-container, .entry-content, .site-content)","all: unset;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css?ver=0.7.3",".futbolin-card .ranking-row a[href]:hover, .futbolin-ranking .ranking-row a[href]:hover, .futbolin-layout-container .ranking-row a[href]:hover, li.ranking-row a[href]:hover, .ranking-row .ranking-player-details a[href]:hover, .ranking-row .ranking-player-name-cell a[href]:hover, .ranking-row .jug a[href]:hover, .ranking-row h4 a[href]:hover","color: var(--futbolin-text-headings, #111827) !important; text-decoration: none !important; opacity: .95;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css?ver=0.7.3",".futbolin-card .ranking-row a[href]:focus, .futbolin-ranking .ranking-row a[href]:focus, .futbolin-layout-container .ranking-row a[href]:focus, li.ranking-row a[href]:focus, .ranking-row .ranking-player-details a[href]:focus, .ranking-row .ranking-player-name-cell a[href]:focus, .ranking-row .jug a[href]:focus, .ranking-row h4 a[href]:focus","outline: auto; text-decoration: none !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3",".futbolin-main-header.header-elite","background: var(--color-cat-elite);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3",".futbolin-main-header.header-master","background: var(--color-cat-master);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3",".futbolin-main-header.header-amateur, .futbolin-main-header.header-amater","background: var(--color-cat-amateur);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3",".futbolin-main-header.header-rookie","background: var(--color-cat-rookie);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3","@keyframes rotate","100% { transform: rotate(360deg); }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3","@media (max-width: 720px)",".history-search-box{ flex-basis:100%; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3",".history-v-sep","width:1px; background:#e5e7eb; display:none; align-self:stretch;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3",".history-summary-search.filter-on .history-v-sep","display:block;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3",".filter-active-flag","position:absolute; top:8px; right:12px; font-size:.8rem; font-weight:700; color:#374151; letter-spacing:.3px; dis"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3",".history-summary-search.filter-on .filter-active-flag","display:block;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3","/* v17: separador más visible + flag inline dentro del H2H */ .history-v-sep","width:3px !important; background:#6b7280 !important; /* más oscuro */ border-radius:2px; display:none; align-se"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3",".history-summary-search.filter-on .history-v-sep","display:block;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3",".filter-active-flag-inline","font-weight:700; font-size:.85rem; color:#374151; margin: 0 0 4px 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3","/* =============================================================== Hitos UI — badges dorados/plata/bronce + grid Fecha: 2025-09-16 --------------------------------------------------------------- */ .futbolin-card .trophy-wall","display: flex; flex-wrap: wrap; gap: 10px 12px; align-items: center; margin-top: 8px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3",".futbolin-card .trophy","display: inline-flex; align-items: center; gap: 6px; padding: 6px 10px; border-radius: 999px; border: 1px s"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3",".futbolin-card .trophy .star, .futbolin-card .trophy .crown","width: 16px; height: 16px; display: inline-block; flex: 0 0 16px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3",".futbolin-card .trophy .trophy-year","font-weight: 700; font-size: .92rem;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3","/* Doble estrella (dobles) */ .futbolin-card .trophy .star--back","transform: translate(-3px, 1px) scale(0.98); opacity: 0.95; margin-right: -8px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3","/* Tonos por tipo */ .futbolin-card .trophy-wall.tone-gold .trophy","border-color: rgba(184,138,0,.45); background: linear-gradient(180deg, #fff7db, #ffeaa0); box-shadow: inset 0 1px"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3",".futbolin-card .trophy-wall.tone-silver .trophy","border-color: rgba(128,128,128,.35); background: linear-gradient(180deg, #f7f7f8, #e7e9ee); box-shadow: inset 0 1"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/19-player-profile-dynamic.css?ver=0.7.3",".futbolin-card .trophy-wall.tone-bronze .trophy","border-color: rgba(170,110,60,.35); background: linear-gradient(180deg, #ffe7cf, #f1c59a); box-shadow: inset 0 1p"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".tournament-list-item:hover","background-color: #ededee;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".tournament-number-box","background-color: #0073aa; color: #ffffff; font-size: 1.2rem; font-weight: 700; width: 40px; he"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3","/* ======================================================= */ /* ESTILOS PARA LAS ESTADÍSTICAS DE UN TORNEO (MODIFICADO) */ /* ======================================================= */ .futbolin-tournament-stats","padding: 20px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".futbolin-tournament-stats h3","border-bottom: 2px solid #0073aa; padding-bottom: 10px; margin-bottom: 20px; color: #0073aa;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".tournament-competicion-block","margin-bottom: 25px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".competicion-header","background-color: #0073aa; color: #ffffff; font-size: 1.2rem; font-weight: 700; text-align: center;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3","/* Contenedor de las filas del ranking del torneo */ .ranking-table","display: flex; flex-direction: column; gap: 10px; /* Espacio entre filas */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3","/* Fila individual del ranking del torneo (ahora con Grid) */ .ranking-row.tournament-row","background-color: var(--futbolin-bg-card); border: 1px solid var(--futbolin-border-color); border-radius: v"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".ranking-row.tournament-row:hover","transform: translateY(-2px); border-color: var(--futbolin-color-primary); background-color: var(--futbolin-"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3","/* Celda para la posición */ .tournament-position-cell","display: flex; align-items: center; justify-content: center;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3","/* Celda para los detalles del equipo */ .tournament-team-details","font-size: 1.2em; font-weight: 600; color: var(--futbolin-text-headings);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3","/* Encabezado de la tabla */ .hall-of-fame-table-header","background-color: var(--futbolin-color-primary); color: #fff; font-weight: 700; padding: 10px 15px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".hall-of-fame-table-header .sortable-header","text-decoration: none; color: #fff; display: flex; align-items: center; justify-content: center;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".hall-of-fame-table-header .sortable-header:hover, .hall-of-fame-table-header .sortable-header.active","color: #ffc107;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".ranking-table-content .ranking-row:hover","transform: translateY(-2px); border-color: var(--futbolin-color-primary); background-color: var(--futbolin-"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".ranking-position-cell","justify-content: center;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".ranking-player-name-cell a","text-decoration: none; font-weight: 600; font-size: 1.2em; color: var(--futbolin-text-headings);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".player-stat-cell .stat-value","font-size: 0.9rem; color: #555; white-space: nowrap;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".player-stat-cell .stat-unit","font-size: 0.7rem; color: #555;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".futbolin-back-button:hover","color: var(--futbolin-text-headings); background-color: var(--futbolin-bg-card-hover); border-color: var(--"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3","/* Esto asegurará que el icono tenga un tamaño y visualización definidos, superando a otras reglas CSS más genéricas que puedan ocultarlo. */ .futbolin-back-button .dashicons","display: inline-block !important; width: 20px !important; height: 20px !important; vertical-align: midd"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".futbolin-paginacion a:hover","background-color: var(--futbolin-bg-card-hover); border-color: var(--futbolin-color-primary); color: var(--"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3","/* Estilos para los botones de tamaño de página y búsqueda */ .ranking-controls","display: flex; justify-content: flex-end; /* Alinea los botones a la derecha */ margin-bottom: 20px; ga"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3","/* Estilo para el formulario de búsqueda */ .futbolin-sidebar-block.futbolin-search-hall-of-fame","margin-bottom: 20px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".futbolin-search-form button","background-color: var(--futbolin-color-primary); color: #fff; border: none; padding: 8px 15px; bord"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".finals-reports-table-container .hall-of-fame-table-header","grid-template-columns: minmax(150px, 2fr) repeat(4, 1fr);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".finals-reports-table-container .ranking-row.finals-row","grid-template-columns: minmax(150px, 2fr) repeat(4, 1fr);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3","/* Estilos para el mensaje de ""no hay resultados"" o ""error"" */ /* Estilos para el mensaje de ""no hay resultados"" o ""error"" */ .ranking-table-content .no-results","padding: 15px; text-align: center; background-color: #fce8e8; /* Un color de fondo suave para el error */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3",".ranking-table-content .no-results::before","content: ""\f534""; /* Código para el icono de advertencia */ font-family: ""dashicons""; font-size: 20px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/22-ranking-styles.css?ver=0.7.3","/* 3) Fallback universal (por si no hay -webkit-line-clamp) */ @supports not (-webkit-line-clamp: 3)",".ranking-position.history-match-phase{ display:block !important; max-height:calc(1.25em * 3); /* 3 lín"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3","/* ========================================================================== FEFM – Datos de Finales (PÚBLICO) Scope: .futbolin-finals-wrapper (no afecta al HOF) ========================================================================== */ /* --------- Layout / textos básicos --------- */ .futbolin-finals-wrapper .hall-disclaimer","margin: .25rem 0 1rem 0; font-size: .95rem; color: #555;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .futbolin-back-button","display: inline-block; padding: .5rem .8rem; border-radius: 6px; border: 1px solid #cfd7df; text-decorat"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .futbolin-back-button:hover","box-shadow: 0 3px 8px rgba(0,0,0,.07); transform: translateY(-1px);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3","/* --------- Selector de informes (chips) --------- */ .futbolin-finals-wrapper .ranking-top-bar","display:flex; flex-wrap:wrap; gap:.6rem; margin:.5rem 0 .75rem 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .finals-chip","display:inline-flex; align-items:center; padding:.38rem .72rem; border:1px solid #d8dee6; border-radius:"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .finals-chip:hover","border-color:#b7c2ce;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .finals-chip.active","background:#0073aa; color:#fff; border-color:#0073aa; font-weight:600;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3","/* --------- Leyenda / explicación --------- */ .futbolin-finals-wrapper .finals-legend","background:#f7fafc; border:1px solid #e5e7eb; padding:10px 12px; border-radius:8px; margin:8px 0 12px 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .finals-legend p","margin:.4rem 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .finals-legend strong","font-weight:700;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3","/* --------- Controles (buscador) --------- */ .futbolin-finals-wrapper .finals-controls","display:flex; align-items:center; justify-content:space-between; flex-wrap:wrap; gap:10px; margin:0 0"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .finals-controls .search-wrapper","flex:1; min-width:240px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .finals-controls .futbolin-live-search","width:100%; padding:10px 12px; border:1px solid #d1d5db; border-radius:6px; font-size:1rem;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .finals-controls .futbolin-live-search:focus","border-color:#0073aa; box-shadow:0 0 0 2px rgba(0,115,170,.2);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3","/* --------- Tabla / cabecera / filas --------- */ .futbolin-finals-wrapper .finals-table-container","margin-top:8px; overflow-x:auto;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .ranking-header","background:#0073aa; color:#fff; font-weight:700; padding:10px 12px; border-radius:8px; margin-bottom:"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .ranking-th","white-space:normal; word-break:break-word; text-align:center;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .ranking-table-content","display:block;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .ranking-row","display:grid; gap:10px; align-items:center; padding:10px 12px; border:1px solid #e9eef3; border-radiu"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .ranking-row.even","background:#fbfdff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .ranking-row:hover","transform:translateY(-1px); border-color:#cfe4f1; background-color:#f7fbff; box-shadow:0 6px 14px -6px rgba"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3","/* Primera columna (nombre) multi-línea alineada a la izquierda */ .futbolin-finals-wrapper .ranking-player-name-cell, .futbolin-finals-wrapper .ranking-player-name-cell a, .futbolin-finals-wrapper .ranking-player-name-cell span","white-space:normal !important; word-break:break-word; overflow:visible !important; text-overflow:unset !imp"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3","/* Celdas numéricas centradas (todas menos la primera) */ .futbolin-finals-wrapper .ranking-row > div:not(.ranking-player-name-cell), .futbolin-finals-wrapper .ranking-header .ranking-th:not(:first-child)","text-align:center;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3","/* Símbolo de porcentaje cuando la celda lleva .percent */ .futbolin-finals-wrapper .ranking-row .percent::after","content:""%""; margin-left:2px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3","/* --------- Plantillas de grid por tipo --------- */ /* FINALS (nombre + 4 columnas) */ .futbolin-finals-wrapper.is-finals .ranking-header, .futbolin-finals-wrapper.is-finals .ranking-row","grid-template-columns: minmax(260px, 2.5fr) repeat(4, minmax(84px, 1fr));"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3","/* CHAMPIONSHIPS (nombre + 8 columnas) */ .futbolin-finals-wrapper.is-championships .ranking-header, .futbolin-finals-wrapper.is-championships .ranking-row","grid-template-columns: minmax(260px, 2.2fr) repeat(8, minmax(78px, 1fr));"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3","/* --------- Ordenables --------- */ .futbolin-finals-wrapper .sortable-header","cursor:pointer; display:flex; align-items:center; justify-content:center; gap:6px; width:100%; tra"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3","/* --------- Mensajes --------- */ .futbolin-finals-wrapper .futbolin-card p","margin:.5rem 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".futbolin-finals-wrapper .no-results","padding:15px; text-align:center; background-color:#fce8e8; border:1px solid #e5b2b2; color:#a40000; b"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3","/* --------- Responsive --------- */ @media (max-width: 980px)",".futbolin-finals-wrapper.is-championships .ranking-header, .futbolin-finals-wrapper.is-championships .ranking-row"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3","@media (max-width: 720px)",".futbolin-finals-wrapper.is-finals .ranking-header, .futbolin-finals-wrapper.is-finals .ranking-row{ grid-te"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3","@media (max-width: 560px)",".futbolin-finals-wrapper .ranking-header{ font-size:.82rem; gap:8px; padding:8px 10px; } .futbo"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/24-finals-reports.css?ver=0.7.3",".finals-chips","margin-bottom: 8px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3","/* 8. PERFIL DE JUGADOR ------------------------------------------------------------------- */ .player-header","background-color: var(--futbolin-bg-card-hover); border: 1px solid var(--futbolin-border-color); padding: 3"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3",".player-header-info","flex-grow: 1;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3",".player-photo-placeholder-large","width: 150px; height: 150px; background-color: var(--futbolin-bg-main); border-radius: 50%; border: 4px"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3",".player-header h1","margin: 0 0 10px 0; font-size: 2.5em; font-weight: 700; display: flex; align-items: center;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3",".player-career-stats","background-color: var(--futbolin-bg-highlight); border-radius: var(--futbolin-border-radius-main); padding:"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3",".futbolin-tabs-nav .dashicons","margin-right: 10px; color: #8c8f94; font-size: 20px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3",".futbolin-tabs-nav a.active .dashicons","color: #0073aa;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3",".back-to-ranking-button:hover","background-color: var(--futbolin-text-dark) !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3","/* En pantallas más pequeñas, ocultamos texto y ajustamos padding */ @media (max-width: 960px)",".back-to-ranking-button .text { display: none; } .back-to-ranking-button .icon { margin-rig"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3","#tab-general .player-career-stats","background-color: transparent; padding: 10px 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3","#tab-general .player-career-stats .points-pill","background-color: var(--futbolin-bg-card); box-shadow: 0 2px 4px rgba(0,0,0,0.05);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3",".stats-footnote","display: inline-block; margin-left: 4px; font-weight: bold; color: var(--futbolin-color-primary); c"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3","/* Corrige el espaciado en la lista detallada de estadísticas */ .futbolin-indented-list li .list-item-content","display: flex; justify-content: space-between; align-items: center; width: 100%;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3",".futbolin-indented-list li strong","flex-grow: 1; /* Permite que el nombre ocupe el espacio sobrante */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3",".futbolin-indented-list li span","flex-shrink: 0; /* Evita que las estadísticas se encojan */ padding-left: 15px; /* Añade un espacio mínimo de s"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3","/* * Mejora para la vista del historial en móviles * ------------------------------------------------------------------- */ @media (max-width: 600px)",".ranking-row.history-match-row { flex-direction: column; /* Apila los elementos verticalmente */ al"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3","/* Ajustes para pantallas pequeñas */ @media (max-width: 768px)",".history-match-elo { width: 100%; justify-content: center; margin-left: 0; margin-t"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3","/* * Estilos para la fila de Puntos por Inactividad en el Historial * (Versión Corregida para Visibilidad) */ .history-inactivity-row","justify-content: space-between; align-items: center; background-color: var(--futbolin-bg-highlight) !import"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3",".history-inactivity-row .inactivity-icon","font-size: 1.2em; margin-right: 10px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3",".history-inactivity-row .inactivity-text","flex-grow: 1;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/08-player-profile.css?ver=0.7.3",".history-inactivity-row .elo-change","font-style: normal; font-weight: 700; padding: 3px 8px; border-radius: var(--futbolin-border-radius-mai"
